YORUM,URUN_KALITESI,PAKETLEME/TESLIMAT,FIYAT/PERFORMANS,URUN_TASARIMI
hem saçlarıma bakım yapıp hem de tatlı ve kahvelerde kullanıyorum iyikibu marka 😊,1.0,0.0,0.0,0.0
"ürün paketleme başarısız. yorumlara aldanarak istedim, zaten 150 ml ürünbirde akmış geldi.. sipariş verirken paketleme konusunu belirterek isteyin.",0.0,1.0,0.0,0.0
kokusu çok güzel.. üründe sağlam geldi,1.0,1.0,0.0,0.0
iyi sarılmış  güzel kokusu,1.0,1.0,0.0,0.0
"çok güzel ,çok beğendim.. kahveme katıyorum mis gibi kokuyor.",1.0,0.0,0.0,0.0
kalitesinden şüphe duyulmayacak bir marka,1.0,0.0,0.0,0.0
harika bayıldım,1.0,0.0,0.0,0.0
kargom bir gün de elime ulaştı güzel korunaklıydı camlr pat pata sarılıilk defa deniyicem teşekkürler,0.0,1.0,0.0,0.0
biraz dökülmüş :( ilk defa we foodda böyle bir durumla karşılaştım. onundışında güzel bir yağ,1.0,1.0,0.0,0.0
yemeklerde kullanıyorum,0.0,0.0,0.0,0.0
oldukça güzel bir ürün,1.0,0.0,0.0,1.0
kapağı açtığımda gelen o güzel koku 🫠ben saçım için almıştım ve çookkmemnun kaldım,1.0,1.0,0.0,0.0
güzel sağlam paket hızlı kargo çocuklar benim kadar sevmesede güzel alınabilir,1.0,1.0,0.0,0.0
altı kırık geldi malesef iade ediyorum bu şekilde,1.0,1.0,0.0,0.0
güzel bir ürün,1.0,0.0,0.0,0.0
kapağı sıkı değildi. dökülmüş geldi. hüsran ama kullanacağım maalesef,1.0,1.0,0.0,0.0
kahve için aldım denemedim daha,0.0,0.0,0.0,0.0
harika bir tadı var alın alin,1.0,0.0,0.0,0.0
kesinlikle alın yağ çekme için kullanıyorum çok faydalı güzel bi marka üstelik,1.0,0.0,0.0,0.0
paket sağlam ürünler güzel,1.0,1.0,0.0,0.0
bu ürünü beğeniyorum ancak kargoda yağ çok akmisti paketlenmesi dahadikkatli yapılmalıydı her yer yağ içindeydi.,1.0,1.0,0.0,0.0
genel olarak çok iyi,1.0,0.0,0.0,0.0
kokusu aroması çok güzel,1.0,0.0,0.0,0.0
"çok leziz bir tadı var. kahve, çay, kek her şeyin içine kattım. 😍",1.0,0.0,0.0,0.0
bana gelen ürün şu misali şeffaf ve akışkan anlayamadım herkesin beyazve taneli görünüyor fotoğraftan onun dışında bi kaç ürün aldım onlardasorun yok kargolaması da iyidi,1.0,1.0,0.0,0.0
"hızlı kargolama, çok özenli bi paketleme  sağolun 👍👍",0.0,1.0,0.0,0.0
güvenilir ve güzel bir ürün,1.0,0.0,0.0,0.0
saçlarım için aldım uyguladığımda saçıma ekstra bir yumuşaklık veriyorkuru saçları olanlara tavsiye ederim.,1.0,0.0,0.0,0.0
cok guzel paketlenmisti zarar gormeden vaktinde teslim edildi.,0.0,1.0,0.0,0.0
tam istediğim gibi teşekkürler,1.0,0.0,0.0,0.0
kavonozlu ürünüm bir miktarının dışarıya sızmış şekilde diğer iki ürünündış yüzeyleri yağlı  olarak geldiğini tespit ettim. ürünün özensizpaketlenmesiden dolayı ürünüm 1/5 oranında eksilmiş şekilde gelmiştir.bu kapsamda zararım tanzim edilmesini talep ediyorum.,1.0,1.0,0.0,0.0
saçlarıma sürmek için aldım çok memnunum,1.0,0.0,0.0,0.0
çok güzel kokuyor paketleme güzeldi hafif sızmış ama sorun değil yağ sonuçta,1.0,1.0,0.0,0.0
harika kahvemize de koyuyoruz,1.0,0.0,0.0,0.0
tadı cok güzel bebeğim için almıştım beğendik,1.0,0.0,0.0,0.0
lezzetli güzel uygun,1.0,0.0,1.0,0.0
çok dökülen saçlarım için kullanıyorum etkisini gördüm,1.0,0.0,0.0,0.0
birazi kutuya akmis iade ile ugrasmak istemedim,1.0,1.0,0.0,0.0
sürekli alıyorum harika,1.0,0.0,0.0,0.0
faydası say say bitmez tabiki ben çocuklarıma veriyorum kahvemekullaniyorum arada hoş bı tadı var faydasını zamanla gorucez,1.0,0.0,0.0,0.0
sabahları kahveme koyuyorum. çok güzel bir tat katıyor. severek kullanıyorum.,1.0,0.0,0.0,0.0
tavsiye ederim,1.0,0.0,0.0,0.0
tadı çok kötü almayın,1.0,0.0,0.0,0.0
paketlemesi çok iyi geldi. özellikle kahvemin içine bir kaşık koyuyorum.çok ama çok lezzetli 💜,1.0,1.0,0.0,0.0
"güzel paketlenmişti ama yinede 2 tanesi dışına sızdırmıştı, hızlı geldi",1.0,1.0,0.0,0.0
iki adet sipariş vermiştim biri kapağı açık ve birazı dökülmüş geldi.kargolama hızlıydı,1.0,1.0,0.0,0.0
misss gibi kokuyo hemen kahve yaptım,1.0,0.0,0.0,0.0
boyutu beklediğimden küçük geldi ama kullanışlı ve kaliteli alabilirsiniz,1.0,0.0,0.0,1.0
çok güzel kaşıkla yiyorum,1.0,0.0,0.0,0.0
"tadı, kokusu çok hoş",1.0,0.0,0.0,0.0
kargo hızlı ve özenliydi. teşekkürler.,0.0,1.0,0.0,0.0
her zaman hiç düşünmeden aldığım marka gözün kapalı 😍,1.0,0.0,0.0,0.0
gayet iyi tadı harika,1.0,0.0,0.0,0.0
ürün su şeklindeyi ağzını açmadım bile iade,1.0,1.0,0.0,0.0
güzel tadı ve kokusu harika,1.0,0.0,0.0,0.0
çok güzel doğal bir ürün,1.0,0.0,0.0,0.0
bu ürünü beğeniyorum ancak kargoda yağ çok akmisti paketlenmesi dahadikkatli yapılmalıydı her yer yağ içindeydi.,1.0,1.0,0.0,0.0
bebeğime günlük kullanıyorum,1.0,0.0,0.0,0.0
organik olduğundan mıdır nedir tadı çok hafif hatta kokusu da. baika birmarkada daha baskın idi. dil temizliğinden sonda ağzı çalkalamak için almıştım,1.0,0.0,0.0,0.0
ürün güzel paketlenmişti kırık yok ama yağ sızintısı vardı.tadını dahasonra yorumu güncelleyince yazacağım,0.0,1.0,0.0,0.0
harika kalite,1.0,0.0,0.0,0.0
harika bayıldım,1.0,0.0,0.0,1.0
muhteşem bayildim,1.0,0.0,0.0,1.0
beğendik mis gibi,1.0,0.0,0.0,0.0
kargolama iyiydi teşekkürler,0.0,1.0,0.0,0.0
"diyetisyen tavsiyesiyle aldım, herseyde kullaniorum resmen saç özelliklekahvede vs vs",1.0,0.0,0.0,0.0
"tamamen erimiş halde geldi,su gibiydi,kaç derecede kaç dakika kaldıbilmiyorum, sağlam paketleme ama maalesef iade.",1.0,1.0,0.0,0.0
urun saglam geldi paketlenmesi gayet basariliydi ..harika bir ürunmutlaka alin aldirin önümüz kiş ellerinizi pamuk gibi yapar .organikolmasi ddaha bi guzel 🤗,1.0,1.0,0.0,0.0
"hızlı kargo, özenli paketleme. organik olduğu belli. oil pulling içinkullanıyorum çok memnun kaldım.",1.0,1.0,0.0,0.0
teşekkür ediyorum 🌹,0.0,0.0,0.0,0.0
ıns cocugumun ıstahını acar,1.0,0.0,0.0,0.0
güzel ürün kullanabilirsiniz.,1.0,0.0,0.0,0.0
çok güzel kaliteli,1.0,0.0,0.0,0.0
kokusu süper içimi rahat,1.0,0.0,0.0,0.0
öneri üzerine aldım umarım işe yarar çocuklarımda,0.0,0.0,0.0,0.0
en üstte gozuksun diye beş puan veriyorum paketleme çok kotu güvenlikbandı var ama kapağı tam kapatılmadan sarılmış ürün dolayısıyla akmışkontrol etmeden gelmiş özensiz iş yapiyosunuz,1.0,1.0,0.0,0.0
saçıma ve yüzüme sürdüğüm gibi pamuk gibi oldu saçlarım çok yıpranmışiyi gelir umarım,1.0,0.0,0.0,0.0
tadı güzel,1.0,0.0,0.0,0.0
"2. alışım bu seferkinde değişik bir koku var, açtığım için iade deedemiyorum ama bir daha almam.",1.0,0.0,0.0,0.0
bu ikinci alışım çok memnunum minik hediye biz için teşekkür ederim.,1.0,1.0,0.0,0.0
güzel. sadece hurma biraz dökülmüştü,1.0,1.0,0.0,0.0
beğendim çok,1.0,0.0,0.0,0.0
harikkkaaaa,1.0,0.0,0.0,0.0
"bebeğimin tatlısına koymak için aldım, çok lezzetli oldu.",1.0,0.0,0.0,0.0
gayet güzel kahvede kullanmak için aldım,1.0,0.0,0.0,0.0
aroması müthiş her derde deva ama türk kahvenizde deneyin asla pişmanolmayacaksınız muazzam bir aroması var wefood deyince orda duracaksınız 🥰🙏🏻,1.0,0.0,0.0,0.0
i̇şe yaradığı söylenmiş ama düzenli kullanmadım,0.0,0.0,0.0,0.0
genelde bu markanın yağlarını kullanıyorum zaten memnunum,1.0,0.0,0.0,0.0
mukemmel ama cok kucuk ve pahali,1.0,0.0,1.0,1.0
teşekkürler wefood,0.0,0.0,0.0,0.0
çok güzel sevdim misgibi kokuyor,1.0,0.0,0.0,0.0
ûrûn dokûlmûş kapağı acık geri dönüşüm istiyorum hemen yarısı dôkûlmûş,1.0,1.0,0.0,0.0
"biraz sızmıştı ama yine de iyi bir şekilde elime ulaştı, teşekkürediyorum 🎈",1.0,1.0,0.0,0.0
"ürünün kapağı sıkıca kapatılmamış birazı dökülmüş şekilde elime ulaştı,ziyan olmasına üzüldüm, tadı ve kokusu harika",1.0,1.0,0.0,0.0
çok beğendim.,1.0,0.0,0.0,0.0
beş yıldız verdim ama on yilduz da olsa verirdim. diğer hindistancevizleri ile  tadı kokusu kalitesi sla karşılaştırılamaz arkadaşlarmuhteşem bir ürün.alın aldırın.,1.0,0.0,0.0,0.0
i̇lk kez deniyorum. kesinlikle çok lezzetli buram buram yağ tadıbekliyordum ama öyle değilmiş. ağzınıza girer girmez eriyor.hastalanmayançocuk sayfasından görüp çocuklarım ve kendim  için aldım.geç tanıştıştığım için bir nebze pişmanım.,1.0,0.0,0.0,0.0
bebeğim çok seviyor. .tadı harika,1.0,0.0,0.0,0.0
kullanmadım daha ama hoş kokusu var,0.0,0.0,0.0,0.0
organik olduğunu düşünüyorum hamileyim çatlaklarım için aldım.,1.0,0.0,0.0,0.0
saçım için maske olarak kullanıyorum gönül rahatlığıyla alabilirsinizbirebir aynısı geliyor,1.0,0.0,0.0,0.0
"severek tüketiyoruz, kahvelerimizin vazgeçilmezi",1.0,0.0,0.0,0.0
vazgeçilmezim harika kokuyor.,1.0,0.0,0.0,0.0
normal bi hindistancevizi yağı. negatif bi yönü uok,1.0,0.0,0.0,0.0
kahvelerime katmak için aldım memnun kaldım,1.0,0.0,0.0,0.0
gazete güzel,1.0,0.0,0.0,0.0
ürün güzel ama kargolama kötü hındıstan cevızı yağı tam kapatılmadığıiçin kutuya dökülmüş,1.0,1.0,0.0,0.0
çok leziz,1.0,0.0,0.0,0.0
ürün paramparça halde geldi. elime küçük küçük camlar battı. alt tarafıpaketlenmedigi için taban kısmından kırılmıç,1.0,1.0,0.0,0.0
tadı güzel severek kullanıyorum,1.0,0.0,0.0,0.0
daha öncede siparis verdigim hindistan cevizi yagi bu sefer kapagigevsek ve akmis sekilde geldi.yardimci olunursa sevinirim,0.0,1.0,0.0,0.0
güzel bekliyorum ama cok iyi,1.0,0.0,0.0,0.0
çok memnun kaldım,1.0,0.0,0.0,0.0
memnunuz,1.0,0.0,0.0,0.0
güzel görünümü var. keşke çörek otununki gibi kare kavanoz olsaymış :)kullandıkdan sonra tekrar yorum yazacağım,0.0,1.0,0.0,0.0
çok memnun kaldım,1.0,0.0,0.0,0.0
wefood un tüm ürünlerine güveniyorum bence hepsi mükemmel,1.0,0.0,0.0,0.0
ürün 2 gün içinde elime ulaştı daha önce bildiğim bi lezzetti kendileriindirimi görünce hemen almak istedim paketlemede çok özenliydi teşekkürederim 🤩,1.0,1.0,1.0,0.0
paketleme çok iyiydi yeni kullanmaya başladım 🙈,0.0,1.0,0.0,0.0
ürün tam istediğim gibi geldi teşekkür ederim 🙏,1.0,0.0,0.0,0.0
tek kelimeyle süper 👌 tüm samimiyetimle söylüyorum gönül rahatligiylasipariş verebilirsiniz paketlenmesi çok iyiydi.,1.0,1.0,0.0,0.0
saçım için kullanıyorum çok memmunum,1.0,0.0,0.0,0.0
tertemiz içerikli yağ,1.0,0.0,0.0,0.0
24 saat geçmeden elime ulaştı paketleme müthiş. daha önce kullandığımdaha uygundu fiyatlı hindistan cevizi yağıyla arasında ciddi bir farkvardı. fiyatını hakeden bir ürün tavsiye ederim. (not: resimdeki diğerürünler aynı kargodaki diğer wefood siparişlerime aittir yanlış anlaşılmasın),1.0,1.0,1.0,0.0
harika tadı var,1.0,0.0,0.0,0.0
mis gibi hindistan cevizi,1.0,0.0,0.0,0.0
kahve için aldım güzel,1.0,0.0,0.0,0.0
çocuklarıma severek kullanıyorum,1.0,0.0,0.0,0.0
çok çabuk bozuldu tadı hiç güzel değil,1.0,0.0,0.0,0.0
çok özensiz bir paketleme yapılmış öncelikle bunlar yağ kapaklarıkontrol edip patpata sarılmslıydı kapaklardan hrp yağ  akmış sonra isekocam kutuya 3 şişe yağ konulmuş savrula savrula gelmiş.çok kötü bir hizmet,1.0,1.0,0.0,0.0
ürün süperrr beğendim,1.0,0.0,0.0,0.0
"tavsiye ederim, guvenilir",1.0,0.0,0.0,0.0
her zaman kullandığım bir marka çok memnunum,1.0,0.0,0.0,0.0
10 güne yakın kargo bekledim ve sonuç akmış kapağı sıcaktan atmış bi ürün,1.0,1.0,0.0,0.0
bebeğim için aldim cok guzel,1.0,0.0,0.0,1.0
her zaman kullandığım bir ürün ilk defa trendyoldan aldım. hediye içindeteşekkür ederim,0.0,1.0,0.0,0.0
kokusu mükemmel kahvede kullanıyorum çok güzel aroma veriyor,1.0,0.0,0.0,0.0
cok güzel,1.0,0.0,0.0,1.0
sac uclarima kullaniyorum cok etkisini gordum. kokusu harika.,1.0,0.0,0.0,0.0
ilkkez kullanacağım ama bu markaya güveniyorum faydasını göreceğime inanıyorum,1.0,0.0,0.0,0.0
sürekli alıyorum inşallah fayda görürüz bağırsak dağlığı için,0.0,0.0,0.0,0.0
diyet yaptigim icin almistim tadi harika,1.0,0.0,0.0,0.0
satıcı ile iletişime geçtim dökülmüş olarak gelen  ürünün tedariğiniyeniden saglayacklar çok ilgililer gerçekten teşekkürler,1.0,1.0,0.0,0.0
bir beden küçük alınmalı,0.0,0.0,0.0,1.0
guzel ama uru  elime ulaştığında akmisti acaba sıcaktan i böyle dyedüşündüm iade etmedim sonrasnda farkeetim kapak hiç bir şekilde vakumludeğildi bu yüzden akmisti,1.0,1.0,0.0,0.0
tatlılarda kullanıyorum,0.0,0.0,0.0,0.0
en sevdigim marka bu,1.0,0.0,0.0,0.0
harika bayıldım,1.0,0.0,0.0,1.0
sağlam geldi denemek için sabırsızlanıyorum tşk ederim hızlı teslimatiicn çok güzel paketlenmisti,1.0,1.0,0.0,0.0
guzel geldi beğendik kokusu çok hos,1.0,0.0,0.0,0.0
"hindistan cevizi şekeri, hindistan cevizi yağı, ham kakao ve suyunmükemmel uyumu .bana göre çok lezzetli. bir programda hindistan ceviziyağının yararını görünce denemek istedim iyi ki denemişim bana uygun birtat ve aroma",1.0,0.0,0.0,0.0
ürünü kullanmadım ama organik ve soğuk sıkım geldi. hamilelik sürecindegöğüs ve karın bölgeme kullanıyorum başka markanın bir şişe bitti. şimdibu markayı deneyecem. gayet korunaklı geldi kargo❤,1.0,1.0,0.0,0.0
organik olduğu tadından ve kokusundan belli çok güzel tavsiye ederim,1.0,0.0,0.0,0.0
saçım için aldım güzel,1.0,0.0,0.0,0.0
sürekli kullandığım bir ürün çok memnunum,1.0,0.0,0.0,0.0
güzel,1.0,0.0,0.0,1.0
dsha firsatim olmadi kullanmak icin,0.0,0.0,0.0,0.0
1 hafta kargo bekledik sonra  satıcı siparisi iptal etmiş geri iadeoldu! rezillik…,0.0,0.0,0.0,0.0
"mükemmel paketlenmiş, patpata sarılı bir de kutuya konmuş. açınca mislergibi hindistan cevizi kokusuyla mest oldum.",1.0,1.0,0.0,0.0
bu urunle kahvelerım daha tatlı oldu hem de şeker katmadan ınanabılıyormusunuz evet,1.0,0.0,0.0,0.0
ürün kırık geldi yenisinin gönderilmesini istiyorum,1.0,1.0,0.0,0.0
kahvelerime ekliyorum. sağlam geldi. ve harika kokuyor,1.0,0.0,0.0,0.0
baska marka kullanmiyorum. hindistan cevizi yaginda kullandigim tek marka,1.0,0.0,0.0,0.0
bu markanın herşeyi güzel,1.0,0.0,0.0,1.0
cok guzel ama boyutu kucuk ona dikkat edin,1.0,0.0,0.0,1.0
paketleme harikaydı,0.0,1.0,0.0,0.0
güzel kaliteli,1.0,0.0,0.0,0.0
daha öncede hindistan cevizi yağı kullandım birçok markanın ama bu çokbaşka o kadar memnun kaldımki artık hep bu marka tercihimm👍👍👍,1.0,0.0,0.0,0.0
ürün mis gibi kokuyor bayıldım,1.0,0.0,0.0,0.0
"kahvemde kullanıyorum, gayet lezzetli ve güzel",1.0,0.0,0.0,0.0
kahvemin sensiz tadi yok nerde kaldin yahu😍,0.0,0.0,0.0,0.0
ürün kapağı iyi kapatılmamış yarısı dökülmüş en azında eriyeceğidüşünülerek daha dikkatli kapatılıp paketlenseydi o kadar para veriyorumyarısı boş,1.0,1.0,1.0,0.0
erittiğim çikolata böyle parlıyor işte bu yağı koyunca mükemmellll,1.0,0.0,0.0,0.0
paletleme harikaydi cok ozenliydi  tesekkurlwr,1.0,1.0,0.0,0.0
"ben beyaz bir krem havasında beklentide iken şeffaf bir yağ gelmesişokunu atlattıktan sonra kullanmaya başladım, kokusu çok ağır değil,haftada bir uygulayacağım, etkisini uzun vadede görürüm diye düşünüyorumo nedenle o konuda yorum yapamıyorum şu an",0.0,0.0,0.0,0.0
"miss gibi kokuyor, sevdim",1.0,0.0,0.0,0.0
hala kullanmaya devam ediyorum. yorumumu güncelleyeceğim,0.0,0.0,0.0,0.0
her sabah türk kahvesine bir tatlı kaşığı ekleyip içiyorum karnı dümdüz yapıyor,0.0,0.0,0.0,0.0
sürekli hindistan cevizi yağı aldıgım tek marka,1.0,0.0,0.0,0.0
hint yagi ve çam terebentin yagini bu yaga ekleyip saçlarıma sürüyorumparlaklık ve canlılık veriyor,1.0,0.0,0.0,0.0
kahveye koymak için aldım. paketleme oldukça iyiydi . ayrıca hediye içinteşekkürler :),0.0,1.0,0.0,0.0
herkese tavsiye ederim 😍,1.0,0.0,0.0,0.0
ürün çok lezzetli …,1.0,0.0,0.0,0.0
kokusuna bayıldım saçlarım için aldım,1.0,0.0,0.0,0.0
urun elime sorunsuz ulasti.gayet guzel,1.0,1.0,0.0,1.0
mükemmel hediyeler icin teshekkur ederim🙏🏻🇹🇷🇦🇿,1.0,0.0,0.0,0.0
kızımın saçını yıkadıktan sonra konak için nemlendirme yapıyorum bununlave başarılı,1.0,0.0,0.0,0.0
güzel alınır,1.0,0.0,1.0,0.0
tadı çok güzel paketleme harika,1.0,1.0,0.0,0.0
aşırı güzel kokuyo,1.0,0.0,0.0,0.0
"paketleme iyiydi , lezzet enfes 😋",1.0,1.0,0.0,0.0
ürünün hem fiyatı uygun hem de göründüğü gibi,0.0,0.0,1.0,1.0
patpata sarılmıstı korunaklıydı ama 3/1 i akmıştı teslim aldıgımda. :(2. alişim bu sefer akma yapmamıstı hızlı kargo teşekkürler,1.0,1.0,0.0,0.0
kahvenin içine kumak için aldım harika bir tadı var 👏,1.0,0.0,0.0,0.0
fiyatı uygun güzel,1.0,0.0,1.0,0.0
kesinlikle tadı ve aroması çok güzel,1.0,0.0,0.0,0.0
bu markanın ürünlerine güveniyorum bu 2. kavanozum,1.0,0.0,0.0,0.0
güzel bir urunb,1.0,0.0,0.0,1.0
paketi açtığımda kapağı açılmıştı zor kurtardım dökülmekten,0.0,1.0,0.0,0.0
kargo sağlam geldi tadı güzel,1.0,1.0,0.0,0.0
kargom sorunsuz bir şekilde elime ulaştı. diyetim için aldım umarımfaydalı olur.,0.0,1.0,0.0,0.0
korunaklı bir şekilde sorunsuz ve hızlı elime ulaştı saç be cildimekullanmayı düşünüyorum deneyip yorumumu güncellerim.,0.0,1.0,0.0,0.0
"yeni kullanmaya basladim ve mennun kaldim. dis beyazlatma ve gidalaricin kullaniyorum. daha once farkli bir marka kullanmistim ondan dahakaliteli. ve ayni gun kargoya verildi, tesekkur ederim💜",1.0,0.0,0.0,0.0
kaliteli ürün,1.0,0.0,0.0,0.0
her zaman kullandığım ürün,1.0,0.0,0.0,0.0
wefood ürünlerinde tereddüt etmeden alıyorum özenli kargo 👍,1.0,1.0,0.0,0.0
hep çok kaliteli,1.0,0.0,0.0,0.0
severek kullanıyorum sorunsuz geldi,1.0,1.0,0.0,0.0
paketleme kötüydü bir kısmı dökülmüştü,0.0,1.0,0.0,0.0
paketleme güzeldi elime sağlam ulaştı daha kullanmaya başlamadım,0.0,1.0,0.0,0.0
bakalim anlatildigi kadar varmi gayet guzel bir paketleme ile geldikullandikca yorumlarim tekrardan,0.0,1.0,0.0,0.0
soğuk sıkım olması tercihim teşekkürler,1.0,0.0,0.0,0.0
"hep kullandıgımız bir ürün, güvenilir",1.0,0.0,0.0,0.0
küçük amma tadi hoş,1.0,0.0,0.0,1.0
güzel beğendim ama biri biraz akmış gibiydi.,1.0,1.0,0.0,0.0
tuğba erkoçlar tavsıyesı ile aldım .ağız bakımında kullanıyorum .i̇yi kialmışım 👍,1.0,0.0,0.0,0.0
her zaman kullandığımız marka,1.0,0.0,0.0,0.0
saça iyi geldiğini söyleyebilirim yumuşacık yapıyor,1.0,0.0,0.0,0.0
her sabah ac karnına ictigim kahvemin icine koyuyorum ve 15 günde 1.750gram gitmis tadı da güzel,1.0,0.0,0.0,0.0
ben çok memnunum kaldım,1.0,0.0,0.0,0.0
donduğu içinmidir bilmem sanki yarısı yok gibi,1.0,0.0,0.0,1.0
her zaman kullandigim urun vazgecilmezim,1.0,0.0,0.0,0.0
paketleme güzeldi ama bu şekilde kurumuş halde gibi geldi ve jelatinaçınca kavanoz kapağı kilitli değildi paketi açmamla kapın açılması biroldu sıkı kapanmamış bile,1.0,1.0,0.0,1.0
paketleme iyi olmasına rağmen hep dökülmüş yazık para verdik ama birkısmı gitmiş,1.0,1.0,1.0,0.0
güzel ürün ama çok geç geldi,1.0,0.0,0.0,0.0
"duş öncesi saçlarıma uyguluyorum, dudaklarıma uyguluyorum bir tane dahaaldım onu da mutfakta kullanıyorum. o kadar güzel kiii",1.0,0.0,0.0,0.0
kahvelere katıyorum sabah çok güzel,1.0,0.0,0.0,0.0
çok güzel ve çok emici tavsiye ederim.,1.0,0.0,0.0,0.0
çok güzel saçı yumuşatıyor. boyalı saçlarimi bile rahatca tarayabildim.,1.0,0.0,0.0,0.0
güzel tavsiye ederim,1.0,0.0,0.0,0.0
ürünüm güzel paketlenmiş .,0.0,1.0,0.0,0.0
güzel bir tadı var,1.0,0.0,0.0,0.0
kokusu çok güzel,1.0,0.0,0.0,0.0
özenli paketleme ama yine de biraz sızmıştı,1.0,1.0,0.0,0.0
bu zamana kadar farklı marka kullandım hakikaten ne kokusu kahve defalan kullandığında bayıyor ne de cildime sürdüğümde bir sorunoluşturuyor (ki cildim akne eğilimli olmasına rağmen sivilce yapmadıfakat az kullanmayı tavsiye ederim)ayrıca  hızlı ve güzel teslimat,1.0,1.0,0.0,0.0
"tadı çok güzel,  kahveme ekliyorum , çok güzel bir aroma veriyor",1.0,0.0,0.0,0.0
biraz akmıştı ama çok da problem değil,1.0,1.0,0.0,0.0
kokusu süper,1.0,0.0,0.0,0.0
ürünler sağlam bir şekilde teslim edildi.skt 2025. hindistan ceviziyağının koruma bandı var. teşekkürler.,1.0,1.0,0.0,0.0
çok memnun kaldımm,1.0,0.0,0.0,0.0
çok güzelll,1.0,0.0,0.0,1.0
güzel bir ürün beğendim,1.0,0.0,0.0,1.0
kavonozda kırık var derin değil ama darbe almış,1.0,1.0,0.0,0.0
süper paketleme süper ürün tşkkürler.. ☺️✌️,1.0,1.0,0.0,0.0
saçım için kullanıyorum,0.0,0.0,0.0,0.0
"akmıştı ,dişim için aldım",1.0,1.0,0.0,0.0
paketleme hiç güzel değil. kavanoz kısmını patpata sarıp kendinden 5 katbüyük kutuya koymuşlar. ağız kısmı da patpatla sarılı değil. kocakutunun içinde kırılmadan geldi ama kutuya yağ akmış hiç hoş değil.gönderdiğiniz ürün cam kırılabilecek ve akışkan bir yapıda bunu gözönünde bulundurarak paketleyin. bunlar haricinde yağ güzel.,1.0,1.0,0.0,1.0
herzaman aldıgım bir ürüm,1.0,0.0,0.0,0.0
güzel sağlam geldi,1.0,1.0,0.0,0.0
güzel ürün çokta güzel kokuyor saçlarima sürüyorum bi̇raz da ayirdimkahveme koyuyorum,1.0,0.0,0.0,0.0
çok memnun kaldım doğal.,1.0,0.0,0.0,0.0
satıcı çok ilgili ve kaliteli ürünler. teşekkürler,1.0,0.0,0.0,0.0
